vital_year,hsu_id,hsu_name_fr,hsu_name_ar,region_macro,pop_estimated_total,births_muslim,births_jewish,births_french,births_italian,births_other_european,births_total,deaths_muslim,deaths_jewish,deaths_french,deaths_italian,deaths_other_european,deaths_total,infant_deaths_under1,marriages_recorded,crude_birth_rate_per_1000,crude_death_rate_per_1000,infant_mortality_rate_per_1000,rate_of_natural_increase_pct
1951,HSU_MATEUR,Mateur - Ichkeul,ماطر والإشكل,North-East,62238,2172,19,59,52,6,2308,1257,9,28,25,3,1322,369,467,37.08,21.24,159.9,1.58
1951,HSU_TEBOURBA,Tébourba - Basse Medjerda,طبربة ومجاز المجردة السفلى,North-East,55054,1880,24,55,65,6,2030,1088,11,26,32,3,1160,321,413,36.87,21.07,158.1,1.58
1951,HSU_BEJA,Béja,باجة,North-West,102929,3930,49,113,78,10,4180,2433,23,54,38,5,2553,667,772,40.61,24.8,159.6,1.58
1951,HSU_MEDJEZ_EL_BAB,Medjez el-Bab & Testour,مجاز الباب وتستور,North-West,67024,2543,24,81,59,7,2714,1574,11,39,29,4,1657,432,503,40.49,24.72,159.2,1.58
1951,HSU_NEFZA,Nefza & Littoral Kroumir,نفزة والشمال الغربي,North-West,43087,1782,2,9,6,1,1800,1103,1,4,3,0,1111,295,323,41.78,25.79,163.9,1.6
1951,HSU_SOUK_EL_ARBA,Jendouba (Souk el-Arba),جندوبة (سوق الأربعاء),North-West,86174,3363,24,80,51,7,3525,2082,11,38,25,3,2159,567,646,40.91,25.05,160.9,1.59
1951,HSU_SOUK_EL_KHEMIS,Boussalem (Souk el-Khemis),بوسالم (سوق الخميس),North-West,59843,2436,4,28,14,2,2484,1508,2,13,7,1,1531,406,449,41.51,25.58,163.4,1.59
1951,HSU_AIN_DRAHAM,Aïn Draham,عين دراهم,North-West,43085,1690,5,46,20,3,1764,1046,2,22,10,1,1081,284,323,40.94,25.09,161.0,1.59
1951,HSU_TABARKA,Tabarka,طبرقة,North-West,38298,1469,7,41,35,5,1557,909,3,20,17,2,951,249,287,40.65,24.83,159.9,1.58
1951,HSU_GHARDIMAOU,Ghardimaou,غار الدماء,North-West,43087,1771,3,12,8,1,1795,1096,1,6,4,0,1107,294,323,41.66,25.69,163.8,1.6
1951,HSU_LE_KEF,Le Kef,الكاف,North-West,86173,3359,35,72,53,7,3526,2079,17,34,26,3,2159,567,646,40.92,25.05,160.8,1.59
1951,HSU_DAHMANI,Dahmani (Ebba Ksour),الدهماني (القصور),North-West,57449,2350,4,19,15,2,2390,1455,2,9,7,1,1474,391,431,41.6,25.66,163.6,1.59
1951,HSU_TEBOURSOUK,Téboursouk & Dougga,تبرسق ودقة,North-West,55055,2202,14,28,25,3,2272,1363,7,14,12,1,1397,369,413,41.27,25.37,162.4,1.59
1951,HSU_SERS,Le Sers,السرس,North-West,43087,1771,3,12,8,1,1795,1096,1,6,4,1,1108,294,323,41.66,25.72,163.8,1.59
1951,HSU_CAP_BON,Grombalia & Cap Bon Ouest,قرمبالية وغرب الوطن القبلي,North-East,67023,2240,18,73,115,9,2455,1297,8,35,55,4,1399,386,503,36.63,20.87,157.2,1.58
1951,HSU_NABEUL,Nabeul & Hammamet,نابل والحمامات,North-East,93354,3158,110,81,88,8,3445,1828,51,39,43,4,1965,543,700,36.9,21.05,157.6,1.59
1951,HSU_SOLIMAN,Soliman & Mornag,سليمان ومرناق,North-East,55055,1944,11,36,52,5,2048,1126,5,17,25,2,1175,329,413,37.2,21.34,160.6,1.59
1951,HSU_MENZEL_TEMIME,Menzel Temime & Cap Bon Est,منزل تميم وشرق الوطن القبلي,North-East,90961,3287,27,38,51,5,3408,1903,13,18,25,2,1961,551,682,37.47,21.56,161.7,1.59
1951,HSU_ZAGHOUAN,Zaghouan,زغوان,North-East,59843,2121,11,50,41,5,2228,1228,5,24,20,3,1280,358,449,37.23,21.39,160.7,1.58
1951,HSU_SOUSSE,Sousse & Sahel Nord,سوسة وشمال الساحل,Sahel/Center-East,189104,6162,157,244,291,39,6893,3567,74,117,140,19,3917,1072,1418,36.45,20.71,155.5,1.57
1951,HSU_MONASTIR,Monastir & Sahel Central,المنستير ووسط الساحل,Sahel/Center-East,138835,5047,62,48,53,5,5215,2922,29,23,25,3,3002,845,1041,37.56,21.62,162.0,1.59
1951,HSU_MAHDIA,Mahdia & Sahel Sud,المهدية وجنوب الساحل,Sahel/Center-East,98142,3526,34,47,59,6,3672,2041,16,23,28,3,2111,593,736,37.42,21.51,161.5,1.59
1951,HSU_ENFIDHA,Enfidha,النفيضة,Sahel/Center-East,9575,285,2,33,16,3,339,165,1,16,8,1,191,51,72,35.4,19.95,150.4,1.55
1951,HSU_KAIROUAN,Kairouan,القيروان,Center-West,124472,4957,47,68,54,6,5132,3069,22,33,26,3,3153,831,934,41.23,25.33,161.9,1.59
1951,HSU_SOUASSI,Les Souassi,السواسي,Sahel/Center-East,67024,2532,2,4,4,0,2542,1466,1,2,2,0,1471,419,503,37.93,21.95,164.8,1.6
1951,HSU_MAKTAR,Maktar & Siliana,مكثر وسليانة,Center-West,64631,2605,8,34,25,3,2675,1612,4,16,12,1,1645,435,485,41.39,25.45,162.6,1.59
1951,HSU_THALA,Thala,تالة,Center-West,67023,2728,8,27,18,2,2783,1688,4,13,9,1,1715,454,503,41.52,25.59,163.1,1.59
1951,HSU_SBEITLA,Sbeïtla,سبيطلة,Center-West,52662,2178,2,11,7,1,2199,1348,1,5,3,0,1357,361,395,41.76,25.77,164.2,1.6
1951,HSU_KASSERINE,Kasserine,القصرين,Center-West,43086,1790,2,6,4,1,1803,1108,1,3,2,0,1114,296,323,41.85,25.86,164.2,1.6
1951,HSU_SFAX,Sfax,صفاقس,South,172347,6190,169,234,247,30,6870,3832,79,112,119,15,4157,1072,1293,39.86,24.12,156.0,1.57
1951,HSU_DJEBINIANA,Djebeniana,جبنيانة,South,62237,2583,4,7,8,1,2603,1599,2,3,4,0,1608,428,467,41.82,25.84,164.4,1.6
1951,HSU_EL_DJEM,El Djem,الجم,Sahel/Center-East,52661,1941,7,16,18,2,1984,1124,3,8,9,1,1145,323,395,37.67,21.74,162.8,1.59
1951,HSU_KERKENNAH,Kerkennah,قرقنة,South,19151,800,1,1,1,0,803,495,0,0,1,0,496,132,144,41.93,25.9,164.4,1.6
1951,HSU_GAFSA,Gafsa & Bassin Minier,قفصة والحوض المنجمي,South,93356,3403,65,123,131,14,3736,2106,30,59,63,7,2265,586,700,40.02,24.26,156.9,1.58
1951,HSU_TOZEUR,Tozeur (Djérid),توزر (الجريد),South,67026,2664,48,29,23,3,2767,1649,23,14,11,1,1698,447,503,41.28,25.33,161.5,1.59
1951,HSU_SIDI_BOU_ZID,Sidi Bouzid,سيدي بوزيد,Center-West,47874,1993,2,5,4,0,2004,1234,1,2,2,0,1239,330,359,41.86,25.88,164.7,1.6
1951,HSU_GABES,Gabès Littoral,قابس,South,78993,2954,82,83,67,8,3194,1829,38,40,32,4,1943,505,592,40.43,24.6,158.1,1.58
1951,HSU_DJERBA,Djerba,جربة,South,74206,2638,282,30,34,3,2987,1633,132,15,16,1,1797,461,557,40.25,24.22,154.3,1.6
1951,HSU_MEDENINE,Médenine & Zarzis,مدنين وجرجيس,South,114899,4646,56,35,27,3,4767,2876,26,17,13,2,2934,776,862,41.49,25.54,162.8,1.6
1951,HSU_TATAOUINE,Tataouine,تطاوين,South,47874,1973,17,6,3,0,1999,1222,8,3,1,0,1234,327,359,41.76,25.78,163.6,1.6
1951,HSU_KEBILI,Kébili & Nefzaoua,قبلي ونفزاوة,South,64630,2695,7,3,2,0,2707,1669,3,2,1,0,1675,446,485,41.88,25.92,164.8,1.6
1951,HSU_MATMATA,Matmata,مطماطة,South,23938,1001,1,1,1,0,1004,620,0,0,0,0,620,165,180,41.94,25.9,164.3,1.6
1955,HSU_TUNIS,Tunis & Banlieue,تونس وضواحيها,North-East,385227,7285,970,1943,2013,285,12496,4218,455,933,969,142,6717,1593,2889,32.44,17.44,127.5,1.5
1955,HSU_BIZERTE,Bizerte Maritime,بنزرت الكبرى,North-East,141250,3847,70,497,428,54,4896,2227,33,239,206,27,2732,713,1059,34.66,19.34,145.6,1.53
1955,HSU_MATEUR,Mateur - Ichkeul,ماطر والإشكل,North-East,66771,2336,18,62,55,6,2477,1352,8,30,27,3,1420,396,501,37.1,21.27,159.9,1.58
1955,HSU_TEBOURBA,Tébourba - Basse Medjerda,طبربة ومجاز المجردة السفلى,North-East,59069,2028,22,57,68,6,2181,1174,10,27,33,3,1247,346,443,36.92,21.11,158.6,1.58
1955,HSU_BEJA,Béja,باجة,North-West,110432,4223,46,122,85,11,4487,2614,21,59,41,5,2740,717,828,40.63,24.81,159.8,1.58
1955,HSU_MEDJEZ_EL_BAB,Medjez el-Bab & Testour,مجاز الباب وتستور,North-West,71908,2736,23,85,63,8,2915,1694,11,41,30,4,1780,465,539,40.54,24.75,159.5,1.58
1955,HSU_NEFZA,Nefza & Littoral Kroumir,نفزة والشمال الغربي,North-West,46228,1915,1,9,6,1,1932,1185,1,4,3,0,1193,317,347,41.79,25.81,164.1,1.6
1955,HSU_SOUK_EL_ARBA,Jendouba (Souk el-Arba),جندوبة (سوق الأربعاء),North-West,92453,3615,22,85,55,7,3784,2238,11,41,26,4,2320,609,693,40.93,25.09,160.9,1.58
1955,HSU_SOUK_EL_KHEMIS,Boussalem (Souk el-Khemis),بوسالم (سوق الخميس),North-West,64205,2623,4,27,13,2,2669,1624,2,13,6,1,1646,436,482,41.57,25.64,163.4,1.59
1955,HSU_AIN_DRAHAM,Aïn Draham,عين دراهم,North-West,46228,1812,4,50,22,3,1891,1122,2,24,10,2,1160,305,347,40.91,25.09,161.3,1.58
1955,HSU_TABARKA,Tabarka,طبرقة,North-West,41092,1576,7,44,38,5,1670,976,3,21,18,3,1021,267,308,40.64,24.85,159.9,1.58
1955,HSU_GHARDIMAOU,Ghardimaou,غار الدماء,North-West,46227,1905,3,11,8,1,1928,1179,1,5,4,0,1189,316,347,41.71,25.72,163.9,1.6
1955,HSU_LE_KEF,Le Kef,الكاف,North-West,92455,3607,33,78,58,7,3783,2233,15,37,28,4,2317,608,693,40.92,25.06,160.7,1.59
1955,HSU_DAHMANI,Dahmani (Ebba Ksour),الدهماني (القصور),North-West,61636,2529,4,18,14,2,2567,1565,2,9,7,1,1584,420,462,41.65,25.7,163.6,1.59
1955,HSU_TEBOURSOUK,Téboursouk & Dougga,تبرسق ودقة,North-West,59069,2366,13,30,27,3,2439,1465,6,14,13,2,1500,396,443,41.29,25.39,162.4,1.59
1955,HSU_SERS,Le Sers,السرس,North-West,46227,1905,3,12,7,1,1928,1179,1,6,4,1,1191,316,347,41.71,25.76,163.9,1.59
1955,HSU_CAP_BON,Grombalia & Cap Bon Ouest,قرمبالية وغرب الوطن القبلي,North-East,71909,2419,17,75,118,9,2638,1400,8,36,57,4,1505,416,539,36.69,20.93,157.7,1.58
1955,HSU_NABEUL,Nabeul & Hammamet,نابل والحمامات,North-East,100159,3404,102,88,96,9,3699,1970,48,42,46,4,2110,584,751,36.93,21.07,157.9,1.59
1955,HSU_SOLIMAN,Soliman & Mornag,سليمان ومرناق,North-East,59068,2095,10,37,53,5,2200,1213,5,18,26,2,1264,354,443,37.25,21.4,160.9,1.58
1955,HSU_MENZEL_TEMIME,Menzel Temime & Cap Bon Est,منزل تميم وشرق الوطن القبلي,North-East,97591,3531,25,41,55,5,3657,2045,12,20,27,3,2107,592,732,37.47,21.59,161.9,1.59
1955,HSU_ZAGHOUAN,Zaghouan,زغوان,North-East,64205,2282,10,51,43,6,2392,1321,5,25,21,3,1375,385,482,37.26,21.42,161.0,1.58
1955,HSU_SOUSSE,Sousse & Sahel Nord,سوسة وشمال الساحل,Sahel/Center-East,202887,6605,145,272,324,43,7389,3824,68,131,156,22,4201,1149,1522,36.42,20.71,155.5,1.57
1955,HSU_MONASTIR,Monastir & Sahel Central,المنستير ووسط الساحل,Sahel/Center-East,148953,5425,58,52,57,6,5598,3141,27,25,27,3,3223,908,1117,37.58,21.64,162.2,1.59
1955,HSU_MAHDIA,Mahdia & Sahel Sud,المهدية وجنوب الساحل,Sahel/Center-East,105295,3789,31,51,63,6,3940,2194,15,24,30,3,2266,637,790,37.42,21.52,161.7,1.59
1955,HSU_ENFIDHA,Enfidha,النفيضة,Sahel/Center-East,10272,301,2,38,19,3,363,174,1,18,9,1,203,54,77,35.34,19.76,148.8,1.56
1955,HSU_KAIROUAN,Kairouan,القيروان,Center-West,133545,5321,44,76,59,7,5507,3294,20,36,29,4,3383,892,1002,41.24,25.33,162.0,1.59
1955,HSU_SOUASSI,Les Souassi,السواسي,Sahel/Center-East,71910,2718,2,4,4,0,2728,1574,1,2,2,0,1579,449,539,37.94,21.96,164.6,1.6
1955,HSU_MAKTAR,Maktar & Siliana,مكثر وسليانة,Center-West,69342,2798,7,35,26,3,2869,1732,3,17,13,1,1766,467,520,41.37,25.47,162.8,1.59
1955,HSU_THALA,Thala,تالة,Center-West,71909,2928,7,29,20,2,2986,1813,3,14,9,1,1840,487,539,41.52,25.59,163.1,1.59
1955,HSU_SBEITLA,Sbeïtla,سبيطلة,Center-West,56498,2340,2,11,7,1,2361,1449,1,5,3,0,1458,388,424,41.79,25.81,164.3,1.6
1955,HSU_KASSERINE,Kasserine,القصرين,Center-West,46227,1923,1,6,4,1,1935,1191,1,3,2,0,1197,318,347,41.86,25.89,164.3,1.6
1955,HSU_SFAX,Sfax,صفاقس,South,184908,6638,157,262,275,34,7366,4109,74,126,132,17,4458,1150,1387,39.84,24.11,156.1,1.57
1955,HSU_DJEBINIANA,Djebeniana,جبنيانة,South,66773,2775,4,6,8,1,2794,1718,2,3,4,0,1727,459,501,41.84,25.86,164.3,1.6
1955,HSU_EL_DJEM,El Djem,الجم,Sahel/Center-East,56500,2085,6,17,19,2,2129,1207,3,8,9,1,1228,347,424,37.68,21.73,163.0,1.59
1955,HSU_KERKENNAH,Kerkennah,قرقنة,South,20545,858,1,1,1,0,861,531,0,0,1,0,532,142,154,41.91,25.89,164.9,1.6
1955,HSU_GAFSA,Gafsa & Bassin Minier,قفصة والحوض المنجمي,South,100159,3643,60,137,147,16,4003,2255,28,66,71,8,2428,628,751,39.97,24.24,156.9,1.57
1955,HSU_TOZEUR,Tozeur (Djérid),توزر (الجريد),South,71908,2864,45,32,25,3,2969,1773,21,15,12,1,1822,480,539,41.29,25.34,161.7,1.6
1955,HSU_SIDI_BOU_ZID,Sidi Bouzid,سيدي بوزيد,Center-West,51364,2141,2,5,4,0,2152,1325,1,2,2,0,1330,354,385,41.9,25.89,164.5,1.6
1955,HSU_GABES,Gabès Littoral,قابس,South,84750,3177,76,92,73,9,3427,1967,35,44,35,5,2086,543,636,40.44,24.61,158.4,1.58
1955,HSU_DJERBA,Djerba,جربة,South,79612,2884,262,33,36,3,3218,1785,123,16,18,2,1944,501,597,40.42,24.42,155.7,1.6
1955,HSU_MEDENINE,Médenine & Zarzis,مدنين وجرجيس,South,123272,4991,52,39,30,4,5116,3090,24,19,15,2,3150,833,925,41.5,25.55,162.8,1.59
1955,HSU_TATAOUINE,Tataouine,تطاوين,South,51365,2122,16,6,3,0,2147,1314,7,3,1,0,1325,352,385,41.8,25.8,163.9,1.6
1955,HSU_KEBILI,Kébili & Nefzaoua,قبلي ونفزاوة,South,69341,2894,7,3,2,0,2906,1792,3,2,1,0,1798,478,520,41.91,25.93,164.5,1.6
1955,HSU_MATMATA,Matmata,مطماطة,South,25682,1075,1,1,1,0,1078,665,0,0,0,0,665,178,193,41.97,25.89,165.1,1.61
